,Day,Site,Trial_Number,Arm,Var1,Var3
308,309,A,2,Control-II,1.27009630346375,7.26096474736354
309,310,A,2,Control-II,1.2631669939719798,7.28240311381333
310,311,A,2,Control-II,1.25607000273818,7.27525257794795
311,312,A,2,Control-II,1.2488074327540302,7.239566079833209
312,313,A,2,Control-II,1.24138143607574,7.17560782981553
313,314,A,2,Control-II,1.23379421318641,7.08385135240102
314,315,A,2,Control-II,1.22604801234391,6.9649759804457
315,316,A,2,Control-II,1.21814512891474,6.81986182561268
316,317,A,2,Control-II,1.21008790469381,6.649583262333371
317,318,A,2,Control-II,1.20187872721055,6.45540097351507
318,319,A,2,Control-II,1.1935200290214198,6.238752616885789
319,320,A,2,Control-II,1.18501428698908,6.0012421810794105
320,321,A,2,Control-II,1.1763640215484699,5.74462811026506
321,322,A,2,Control-II,1.16757179595992,5.47081028524167
322,323,A,2,Control-II,1.1586402155496398,5.18181595738532
323,324,A,2,Control-II,1.1495719269376399,4.8797847395892004
324,325,A,2,Control-II,1.14036961725357,4.56695276531847
325,326,A,2,Control-II,1.1310360133403798,4.24563613306034
326,327,A,2,Control-II,1.12157388094635,3.9182137587412704
327,328,A,2,Control-II,1.11198602390551,3.5871097630656896
328,329,A,2,Control-II,1.1022752833068301,3.25477552417449
329,330,A,2,Control-II,1.0924445366523199,2.92367152849891
330,331,A,2,Control-II,1.0824966970043801,2.59624915417984
331,332,A,2,Control-II,1.07243471212259,2.2749325219217202
332,333,A,2,Control-II,1.06226156359023,1.96210054765098
333,334,A,2,Control-II,1.05198026593076,1.66006932985486
334,335,A,2,Control-II,1.04159386571457,1.3710750019984999
335,336,A,2,Control-II,1.0311054406562,1.09725717697512
336,337,A,2,Control-II,1.0205180987023499,0.840643106160762
337,338,A,2,Control-II,1.00983497711093,0.603132670354379
338,339,A,2,Control-II,0.9990592415214351,0.38648431372509895
339,340,A,2,Control-II,0.988194085016879,0.192302024906797
340,341,A,2,Control-II,0.977242727177625,0.0220234616274883
341,342,A,2,Control-II,0.9662084131273458,-0.123090693205535
342,343,A,2,Control-II,0.9550944125714391,-0.241966065160864
343,344,A,2,Control-II,0.9439040188281271,-0.333722542575373
344,345,A,2,Control-II,0.9326405478525841,-0.397680792593057
345,346,A,2,Control-II,0.9213073372543471,-0.43336729070780394
346,347,A,2,Control-II,0.909907745308305,-0.440517826573181
347,348,A,2,Control-II,0.898445149959577,-0.419079460123394
348,349,A,2,Control-II,0.886922947822547,-0.36921091352301
349,350,A,2,Control-II,0.875344553174378,-0.29128139604359
350,351,A,2,Control-II,0.8637133969432859,-0.185867870567412
351,352,A,2,Control-II,0.8520329256918829,-0.0537507819561616
352,353,A,2,Control-II,0.8403066005958871,0.10409172108979901
353,354,A,2,Control-II,0.8285378964184978,0.286491027902143
354,355,A,2,Control-II,0.8167303004807529,0.492096717829135
355,356,A,2,Control-II,0.804887311628159,0.719386558277648
356,357,A,2,Control-II,0.793012439193903,0.966677774790736
357,358,A,2,Control-II,0.7811092019589699,1.2321395097209098
358,359,A,2,Control-II,0.7691811271094442,1.5138063772596397
359,360,A,2,Control-II,0.757231749191332,1.80959301446623
360,361,A,2,Control-II,0.745264609063202,2.11730952056545
361,362,A,2,Control-II,0.7332832528469441,2.43467767020666
362,363,A,2,Control-II,0.721291230876984,2.7593477806472797
363,364,A,2,Control-II,0.709292096648241,3.0889161079816603
364,365,A,2,Control-II,0.697289405763149,3.42094264362006
365,366,A,2,Control-II,0.685286714878058,3.75296917925845
366,367,A,2,Control-II,0.6732875806493149,4.08253750659284
367,368,A,2,Control-II,0.661295558679356,4.40720761703345
368,369,A,2,Control-II,0.649314202463098,4.72457576667467
369,370,A,2,Control-II,0.6373470623349671,5.03229227277389
370,371,A,2,Control-II,0.625397684416856,5.328078909980481
371,372,A,2,Control-II,0.61346960956733,5.60974577751922
372,373,A,2,Control-II,0.601566372332397,5.87520751244939
373,374,A,2,Control-II,0.5896914998981411,6.1224987289624595
374,375,A,2,Control-II,0.577848511045546,6.349788569410991
375,376,A,2,Control-II,0.5660409151078011,6.555394259337981
376,377,A,2,Control-II,0.554272210930412,6.73779356615033
377,378,A,2,Control-II,0.542545885834416,6.89563606919629
378,379,A,2,Control-II,0.530865414583014,7.027753157807549
379,380,A,2,Control-II,0.5192342583519209,7.133166683283731
380,381,A,2,Control-II,0.507655863703752,7.2110962007631505
381,382,A,2,Control-II,0.496133661566722,7.26096474736354
382,383,A,2,Control-II,0.48467106621799394,7.28240311381333
383,384,A,2,Control-II,0.47327147427195293,7.27525257794795
384,385,A,2,Control-II,0.461938263673715,7.239566079833209
385,386,A,2,Control-II,0.450674792698173,7.17560782981553
386,387,A,2,Control-II,0.43948439895485997,7.08385135240102
387,388,A,2,Control-II,0.4283703983989529,6.96497598044569
388,389,A,2,Control-II,0.41733608434867503,6.81986182561267
389,390,A,2,Control-II,0.40638472650942,6.64958326233338
390,391,A,2,Control-II,0.395519570004865,6.45540097351508
391,392,A,2,Control-II,0.384743834415371,6.238752616885789
392,393,A,2,Control-II,0.374060712823954,6.0012421810794105
393,394,A,2,Control-II,0.363473370870101,5.74462811026506
394,395,A,2,Control-II,0.35298494581172707,5.47081028524167
395,396,A,2,Control-II,0.342598545595536,5.181815957385309
396,397,A,2,Control-II,0.33231724793606704,4.879784739589191
397,398,A,2,Control-II,0.322144099403707,4.566952765318481
398,399,A,2,Control-II,0.31208211452192103,4.24563613306035
399,400,A,2,Control-II,0.30213427487398303,3.9182137587412704
400,401,A,2,Control-II,0.292303528219474,3.5871097630656896
401,402,A,2,Control-II,0.282592787620792,3.25477552417449
402,403,A,2,Control-II,0.273004930579952,2.92367152849891
403,404,A,2,Control-II,0.26354279818591797,2.59624915417983
404,405,A,2,Control-II,0.254209194272727,2.2749325219217003
405,406,A,2,Control-II,0.24500688458865502,1.9621005476509898
406,407,A,2,Control-II,0.235938595976663,1.66006932985487
407,408,A,2,Control-II,0.22700701556637698,1.37107500199851
408,409,A,2,Control-II,0.218214789977832,1.09725717697512
409,410,A,2,Control-II,0.20956452453722,0.8406431061607629
410,411,A,2,Control-II,0.20105878250488102,0.60313267035438
411,412,A,2,Control-II,0.19270008431574698,0.38648431372509207
412,413,A,2,Control-II,0.184490906832488,0.19230202490679
413,414,A,2,Control-II,0.17643368261156,0.0220234616274952
414,415,A,2,Control-II,0.168530799182388,-0.123090693205529
415,416,A,2,Control-II,0.160784598339892,-0.24196606516085997
416,417,A,2,Control-II,0.153197375450558,-0.333722542575372
417,418,A,2,Control-II,0.145771378772272,-0.397680792593057
418,419,A,2,Control-II,0.13850880878811903,-0.43336729070780394
419,420,A,2,Control-II,0.131411817554321,-0.440517826573181
420,421,A,2,Control-II,0.12448250806254901,-0.4190794601233929
421,422,A,2,Control-II,0.11772293361675099,-0.36921091352301294
422,423,A,2,Control-II,0.111135097224718,-0.291281396043594
423,424,A,2,Control-II,0.10472095100455199,-0.185867870567418
424,425,A,2,Control-II,0.0984823956062049,-0.0537507819561616
425,426,A,2,Control-II,0.0924212796482814,0.104091721089798
426,427,A,2,Control-II,0.0865393991702488,0.286491027902142
427,428,A,2,Control-II,0.0808384971002343,0.49209671782913394
428,429,A,2,Control-II,0.0753202627385572,0.7193865582776559
429,430,A,2,Control-II,0.0699863312571515,0.966677774790724
430,431,A,2,Control-II,0.0648382832150313,1.2321395097208998
431,432,A,2,Control-II,0.0598776440899349,1.51380637725963
432,433,A,2,Control-II,0.0551058838262948,1.80959301446623
433,434,A,2,Control-II,0.0505244163996605,2.11730952056544
434,435,A,2,Control-II,0.0461345993977059,2.43467767020666
435,436,A,2,Control-II,0.0419377336179493,2.7593477806472797
436,437,A,2,Control-II,0.0379350626822965,3.08891610798167
437,438,A,2,Control-II,0.0341277726685309,3.4209426436200396
438,439,A,2,Control-II,0.0305169917588515,3.7529691792584403
439,440,A,2,Control-II,0.0271037899055687,4.08253750659283
440,441,A,2,Control-II,0.0238891785140548,4.40720761703345
441,442,A,2,Control-II,0.0208741101430419,4.72457576667467
442,443,A,2,Control-II,0.018059478222358996,5.03229227277389
443,444,A,2,Control-II,0.0154461167881889,5.328078909980481
444,445,A,2,Control-II,0.0130348002359254,5.609745777519209
445,446,A,2,Control-II,0.0108262430907035,5.875207512449371
446,447,A,2,Control-II,0.00882109979566981,6.1224987289624595
447,448,A,2,Control-II,0.00701996451805719,6.349788569410991
448,449,A,2,Control-II,0.00542337097312031,6.555394259337981
449,450,A,2,Control-II,0.00403179226598352,6.73779356615033
450,451,A,2,Control-II,0.0028456407514507198,6.89563606919629
451,452,A,2,Control-II,0.0018652679118147,7.027753157807549
452,453,A,2,Control-II,0.00109096425270618,7.133166683283731
453,454,A,2,Control-II,0.000522959217010141,7.2110962007631505
454,455,A,2,Control-II,0.000161421116877243,7.26096474736354
455,456,A,2,Control-II,6.457083849196881e-06,7.28240311381333
456,457,A,2,Control-II,5.8113037113318994e-05,7.27525257794796
457,458,A,2,Control-II,0.000316373669895899,7.239566079833209
458,459,A,2,Control-II,0.0007811624539976151,7.17560782981553
459,460,A,2,Control-II,0.00145234166247092,7.08385135240102
460,461,A,2,Control-II,0.00232971241043099,6.96497598044569
461,462,A,2,Control-II,0.00341301471399001,6.81986182561268
462,463,A,2,Control-II,0.00470192756729602,6.64958326233338
463,464,A,2,Control-II,0.0061960690376532705,6.45540097351508
464,465,A,2,Control-II,0.00789499637869819,6.238752616885789
465,466,A,2,Control-II,0.00979820616159351,6.0012421810794105
466,467,A,2,Control-II,0.0119051344242062,5.74462811026506
467,468,A,2,Control-II,0.0142151568382206,5.47081028524167
468,469,A,2,Control-II,0.0167275888941409,5.181815957385309
469,470,A,2,Control-II,0.0194416861041266,4.87978473958921
470,471,A,2,Control-II,0.0223566442225994,4.566952765318481
471,472,A,2,Control-II,0.0254715994845583,4.24563613306035
472,473,A,2,Control-II,0.0287856288615334,3.9182137587412704
473,474,A,2,Control-II,0.0322977503350979,3.5871097630656896
474,475,A,2,Control-II,0.0360069231878607,3.25477552417449
475,476,A,2,Control-II,0.0399120483118554,2.92367152849891
476,477,A,2,Control-II,0.0440119685342286,2.59624915417983
477,478,A,2,Control-II,0.0483054689601342,2.27493252192173
478,479,A,2,Control-II,0.0527912773327349,1.962100547651
479,480,A,2,Control-II,0.0574680644101984,1.66006932985487
480,481,A,2,Control-II,0.0623344443595808,1.37107500199851
481,482,A,2,Control-II,0.0673889751674769,1.09725717697512
482,483,A,2,Control-II,0.0726301590673232,0.8406431061607629
483,484,A,2,Control-II,0.0780564429832166,0.603132670354381
484,485,A,2,Control-II,0.0836662189901232,0.38648431372509207
485,486,A,2,Control-II,0.0894578247903434,0.192302024906806
486,487,A,2,Control-II,0.0954295442060865,0.0220234616274957
487,488,A,2,Control-II,0.101579607688008,-0.123090693205529
488,489,A,2,Control-II,0.107906192839569,-0.24196606516085997
489,490,A,2,Control-II,0.11440742495705199,-0.333722542575372
490,491,A,2,Control-II,0.121081377585071,-0.397680792593057
491,492,A,2,Control-II,0.12792607308742598,-0.43336729070780394
492,493,A,2,Control-II,0.134939483233121,-0.440517826573181
493,494,A,2,Control-II,0.142119529797367,-0.419079460123396
494,495,A,2,Control-II,0.14946408517740803,-0.36921091352301294
495,496,A,2,Control-II,0.156970973022977,-0.291281396043594
496,497,A,2,Control-II,0.164637968881195,-0.185867870567418
497,498,A,2,Control-II,0.17246280085572,-0.05375078195616201
498,499,A,2,Control-II,0.180443150279965,0.104091721089798
499,500,A,2,Control-II,0.18857665240416502,0.286491027902142
135,136,A,2,Control-III,0.195833913039165,0.41007572823501603
136,137,A,2,Control-III,0.204222454657498,0.599481679271477
137,138,A,2,Control-III,0.212756024749439,0.8055552457546751
138,139,A,2,Control-III,0.221432094633999,1.02677073109717
139,140,A,2,Control-III,0.23024809340442698,1.26149033324198
140,141,A,2,Control-III,0.23920140869002302,1.5079762703759798
141,142,A,2,Control-III,0.248289387430238,1.7644036468584698
142,143,A,2,Control-III,0.25750933666083803,2.02887396411003
143,144,A,2,Control-III,0.266858524311883,2.29942917643173
144,145,A,2,Control-III,0.2763341800173,2.57406618769051
145,146,A,2,Control-III,0.28593349593580103,2.85075168154202
146,147,A,2,Control-III,0.29565362758291,3.1274371753935295
147,148,A,2,Control-III,0.30549169467384196,3.4020741866522997
148,149,A,2,Control-III,0.31544478197699605,3.67262939897401
149,150,A,2,Control-III,0.32550994017779805,3.93709971622557
150,151,A,2,Control-III,0.33568418675265,4.19352709270806
151,152,A,2,Control-III,0.34596450685271196,4.44001302984206
152,153,A,2,Control-III,0.35634785419727294,4.6747326319868705
153,154,A,2,Control-III,0.3668311519764221,4.89594811732936
154,155,A,2,Control-III,0.37741129376278004,5.102021683812571
155,156,A,2,Control-III,0.38808514443199704,5.291427634849019
156,157,A,2,Control-III,0.39884954109175896,5.462763675044579
157,158,A,2,Control-III,0.40970129401902206,5.6147612923028305
158,159,A,2,Control-III,0.420637187605193,5.7462951494448795
159,160,A,2,Control-III,0.4316539813089871,5.8563914158121
160,161,A,2,Control-III,0.442748410616666,5.944234977167599
161,162,A,2,Control-III,0.45391718800939096,6.00917547051686
162,163,A,2,Control-III,0.465157003937377,6.050732099167809
163,164,A,2,Control-III,0.47646452780059,6.06859719238129
164,165,A,2,Control-III,0.4878364089356729,6.062638483257611
165,166,A,2,Control-III,0.499269277608821,6.0329000879943395
166,167,A,2,Control-III,0.510759746014303,5.97960217926546
167,168,A,2,Control-III,0.5223044092783471,5.903139356139901
168,169,A,2,Control-III,0.533899846468073,5.804077722608111
169,170,A,2,Control-III,0.5455426216051931,5.6831506963461305
170,171,A,2,Control-III,0.557229284684161,5.54125357874775
171,172,A,2,Control-III,0.568956372694488,5.379436926426259
172,173,A,2,Control-III,0.5807204106469059,5.198898773260769
173,174,A,2,Control-III,0.59251791260308,5.000975760572571
174,175,A,2,Control-III,0.604345382708569,4.787133241100441
175,176,A,2,Control-III,0.6161993162287249,4.55895443004164
176,177,A,2,Control-III,0.628076200587215,4.3181286834805
177,178,A,2,Control-III,0.639972516406881,4.0664389909870495
178,179,A,2,Control-III,0.651884738552601,3.80574877498604
179,180,A,2,Control-III,0.6638093371758679,3.53798809462925
180,181,A,2,Control-III,0.6757427787607541,3.2651393563128197
181,182,A,2,Control-III,0.687681527170974,2.9892226366338903
182,183,A,2,Control-III,0.699622044697714,2.7122807264501696
183,184,A,2,Control-III,0.7115607931079342,2.43636400677124
184,185,A,2,Control-III,0.72349423469282,2.1635152684548102
185,186,A,2,Control-III,0.7354188333160859,1.89575458809802
186,187,A,2,Control-III,0.7473310554618059,1.63506437209701
187,188,A,2,Control-III,0.759227371281472,1.38337467960356
188,189,A,2,Control-III,0.771104255639963,1.14254893304242
189,190,A,2,Control-III,0.782958189160118,0.9143701219836159
190,191,A,2,Control-III,0.7947856592656078,0.7005276025114929
191,192,A,2,Control-III,0.806583161221782,0.502604589823292
192,193,A,2,Control-III,0.8183471991741991,0.322066436657795
193,194,A,2,Control-III,0.8300742871845259,0.160249784336298
194,195,A,2,Control-III,0.841760950263494,0.018352666737931
195,196,A,2,Control-III,0.853403725400614,-0.10257435952405401
196,197,A,2,Control-III,0.8649991625903409,-0.201635993055851
197,198,A,2,Control-III,0.8765438258543851,-0.27809881618140603
198,199,A,2,Control-III,0.888034294259867,-0.331396724910284
199,200,A,2,Control-III,0.8994671629330151,-0.361135120173558
200,201,A,2,Control-III,0.910839044068098,-0.367093829297245
201,202,A,2,Control-III,0.922146567931311,-0.34922873608376304
202,203,A,2,Control-III,0.9333863838592971,-0.307672107432819
203,204,A,2,Control-III,0.944555161252021,-0.242731614083557
204,205,A,2,Control-III,0.9556495905597009,-0.154888052728057
205,206,A,2,Control-III,0.966666384263494,-0.0447917863608368
206,207,A,2,Control-III,0.977602277849665,0.0867420707812094
207,208,A,2,Control-III,0.988454030776928,0.23873968803946
208,209,A,2,Control-III,0.999218427436691,0.41007572823501603
209,210,A,2,Control-III,1.0098922781059099,0.599481679271476
210,211,A,2,Control-III,1.0204724198922699,0.805555245754669
211,212,A,2,Control-III,1.03095571767141,1.02677073109717
212,213,A,2,Control-III,1.04133906501598,1.26149033324198
213,214,A,2,Control-III,1.05161938511604,1.5079762703759798
214,215,A,2,Control-III,1.06179363169089,1.76440364685846
215,216,A,2,Control-III,1.07185878989169,2.02887396411002
216,217,A,2,Control-III,1.08181187719485,2.29942917643173
217,218,A,2,Control-III,1.09164994428578,2.57406618769051
218,219,A,2,Control-III,1.10137007593289,2.8507516815420098
219,220,A,2,Control-III,1.1109693918513899,3.1274371753935295
220,221,A,2,Control-III,1.1204450475568002,3.4020741866522997
221,222,A,2,Control-III,1.12979423520785,3.67262939897401
222,223,A,2,Control-III,1.1390141844384498,3.93709971622556
223,224,A,2,Control-III,1.1481021631786599,4.19352709270806
224,225,A,2,Control-III,1.15705547846426,4.44001302984206
225,226,A,2,Control-III,1.1658714772346899,4.6747326319868705
226,227,A,2,Control-III,1.17454754711925,4.89594811732936
227,228,A,2,Control-III,1.18308111721119,5.10202168381256
228,229,A,2,Control-III,1.19146965882952,5.291427634849019
229,230,A,2,Control-III,1.19971068626833,5.462763675044579
230,231,A,2,Control-III,1.20780175753332,5.614761292302821
231,232,A,2,Control-III,1.21574047506546,5.7462951494448795
232,233,A,2,Control-III,1.2235244864514099,5.8563914158121
233,234,A,2,Control-III,1.2311514851206102,5.944234977167599
234,235,A,2,Control-III,1.23861921102875,6.00917547051686
235,236,A,2,Control-III,1.24592545132748,6.050732099167809
236,237,A,2,Control-III,1.2530680410201,6.06859719238129
